Source,Target,Area,AreaA,AreaB
20091000010201.0,20101000010201.0,1148540.8255594678,0.9999998822969747,0.9999998028553371
20091000010010.0,20101000010010.0,7550343.7506307885,0.9999999617450225,0.9999999532033167
20091000010101.0,20101000010101.0,501897.0454463817,0.9999997565266082,0.9999998016501866
20091000020001.0,20101000020001.0,190849.44686762718,0.9999997872574486,0.9999993331723283
20091000020023.0,20101000020023.0,96902.24636021245,0.9999989730893621,0.9999987038129181
20091000030002.0,20101000030002.0,14046.724173200028,0.9999984957832853,0.9999992499743678
20091000030001.0,20101000030001.0,921410.0478658899,0.9999998948399949,0.9999998497146025
20091000030010.0,20101000030010.0,42164.63520170391,0.9999993771946298,0.9999991607344363
20091000030003.0,20101000030003.0,52983.68083189361,0.999924182651974,0.9999534275536582
20091000030004.0,20101000030004.0,2771.621295471839,0.998605138630785,0.9979844058171085
20091000047501.0,20101000047501.0,116801.07839186939,0.9999994128580053,0.9999995600804321
20091000057501.0,20101000057501.0,55990.155827893184,0.9999999999999999,0.9999989829289357
20091000050010.0,20101000050010.0,59912.82753272072,0.999999555960885,0.9999997644404954
20091000060001.0,20101000060001.0,36256.53739286102,0.9999999581553357,0.9999998721445778
20091000070030.0,20101000070030.0,1183.7977279200177,0.9999991334030562,0.9999977935087869
20091000070033.0,20101000070033.0,2389.4739366605368,0.9999988221678665,0.9999973997285626
20091000070027.0,20101000070027.0,1196.3543292317618,0.9999986971054794,0.9999956661382531
20091000077501.0,20101000077501.0,8522.442628712362,0.9999991620221771,0.9999985039498127
20091000070037.0,20101000070037.0,2019.3307703358087,1.0,0.9999966730208489
20091000070029.0,20101000070029.0,1063.8494541416571,0.9999980228580021,0.9999973393890716
20091000070028.0,20101000070028.0,1007.9789541986177,0.9999984364118558,0.9999960289275173
20091000077502.0,20101000077502.0,3535.3963358301294,0.9999975833762966,0.9999979137119605
20091000070038.0,20101000070038.0,1619.1502420683614,1.0,1.0
20091000070035.0,20101000070035.0,2492.567523433983,0.9999975769304157,0.9999975768890729
20091000070031.0,20101000070031.0,1905.6820952483026,0.9999979990075712,0.9999997897733185
20091000080039.0,20101000080039.0,4800.316199188429,0.9999964325776438,0.9999984391479799
20091000087501.0,20101000087501.0,10538.316688086881,0.9999974105575243,0.9999994264313317
20091000080044.0,20101000080044.0,15016.75377492837,0.9999979215061373,0.9999993867161423
20091000080051.0,20101000080051.0,4460.320608785271,0.9999995831411894,0.9999981762837463
20091000090001.0,20101000090001.0,30605.410983562568,0.9999994254308421,0.9999994193385521
20091000090014.0,20101000090014.0,23733.03597453766,0.9999995282004541,0.9999984812466874
20091000090029.0,20101000090029.0,40564.37910876316,0.9999982083054112,0.9999988208075017
20091000090007.0,20101000090007.0,7012.798038678868,0.9999994358260837,0.9999984837817093
20091000100032.0,20101000100032.0,1969.7377581657952,0.999991152272186,0.9999981152845685
20091000100001.0,20101000100001.0,9797.717578838845,0.9999998693043616,0.9999978107227542
20091000100033.0,20101000100033.0,7113.423772998377,0.9999968749696674,0.9999981160689608
20091000100014.0,20101000100014.0,13546.765970764862,0.9999989010477938,0.9999989212017071
20091000100015.0,20101000100015.0,2268.0050351148434,0.9999978102040061,0.9999967947552566
20091000100023.0,20101000100023.0,20516.52283585233,0.9999989120119497,0.9999982679622192
20091000100019.0,20101000100019.0,1611.7110074245365,1.0,0.9999972140641362
20091000100016.0,20101000100016.0,17950.972984510332,0.9999999999999998,0.9999979817327902
20091000110021.0,20101000110021.0,13973.457480753745,0.9999992023779793,0.9999990590598049
20091000110012.0,20101000110012.0,1357.5282018627556,1.0000000000000002,1.0000000000000002
20091000110029.0,20101000110029.0,3630.3445713993146,0.9999997662223784,0.9999964244941398
20091000110017.0,20101000110017.0,3574.9568512909696,0.9999990166062594,0.9999971782182777
20091000110011.0,20101000110011.0,1370.8344045891713,1.0,1.0
20091000110000.0,20101000110000.0,751.2010457029271,0.9999999113941423,0.9999978901659197
20091000110014.0,20101000110014.0,3061.385564951299,0.9999982650323413,1.0
20091000110010.0,20101000110010.0,1693.8380550061997,0.9999983158892143,1.0
20091000110015.0,20101000110015.0,3621.8233634586936,0.9999980214627917,0.9999999735013143
20091000110007.0,20101000110007.0,2760.5157564802107,0.9999998946056171,0.9999933920198685
20091000110001.0,20101000110001.0,78590.9789491884,0.9999993507011744,0.9999998490184067
20091000110027.0,20101000117501.0,2055.0614628666754,0.9999956808647482,0.9999998977062063
20091000110026.0,20101000110026.0,1836.4433775818038,1.0,0.9999987863197689
20091000110009.0,20101000110009.0,1753.3438962761074,0.9999986154132154,0.9999998583816873
20091000120028.0,20101000120028.0,22872.68731651045,0.9999994054697097,0.9999990963938772
20091000120001.0,20101000120001.0,72251.29186567703,0.9999991974738371,0.9999995990422446
20091000130001.0,20101000130001.0,18200.051459274866,0.9999995004635358,1.0
20091000130027.0,20101000130027.0,50181.63861067549,0.999999205486899,0.9999994893051519
20091000130005.0,20101000130005.0,30686.06159451947,0.9999999999999999,0.9999999999999999
20091000157502.0,20101000157502.0,14367.163526762804,0.9999998630071799,0.9999993840258623
20091000150022.0,20101000150022.0,13537.943764609166,0.9999995851446836,0.9999994798153344
20091000157501.0,20101000157501.0,67538.18455270214,0.9999990699432283,0.9999999265274556
20091000167516.0,20101000167516.0,31075.330149393532,0.9999996273969288,0.9999983795705419
20091000160180.0,20101000160180.0,16984.713590647734,0.9999985470543618,0.999998120880085
20091000160080.0,20101000160080.0,29802.325369741437,0.999999412255722,0.9999999540531452
20091000167513.0,20101000167513.0,42445.8964347286,0.9999993379648765,0.9999993621372767
20091000167514.0,20101000167514.0,20101.905890086662,0.9999992575286551,0.9999987352670148
20091000167504.0,20101000167504.0,17344.806036332175,0.9999994083132185,1.0
20091000160010.0,20101000160010.0,68278.64223126149,0.9999995243560184,0.9999993667966619
20091000167505.0,20101000167505.0,26542.076821895047,0.9999992190848955,0.999999085079088
20091000160220.0,20101000160220.0,23111.250984719245,0.9999991447980469,0.9999994180488665
20091000160195.0,20101000160195.0,17993.037106870062,0.999997852021814,0.9999992000876765
20091000167509.0,20101000167509.0,48924.65052772985,0.9999996338734504,0.9999993305161939
20091000167508.0,20101000167508.0,39533.14168103185,0.9999999294695445,0.9999996668824662
20091000160185.0,20101000160185.0,14435.421499415845,0.9999999072876291,0.9999998267039406
20091000167510.0,20101000167510.0,25134.101005647077,0.9999988168716378,0.9999992125020026
20091000160001.0,20101000160001.0,32089.671155318294,0.9999974557059013,0.9999979473626508
20091000160190.0,20101000160190.0,16669.20795691807,0.9999982065977587,0.9999989814151343
