BBL,BOROUGH,BLOCK,ADDRESS,YEAR
20091008950031.0,MN,895,135 EAST 39 STREET,2009
20091008950013.0,MN,895,115 EAST 39 STREET,2009
20091008950079.0,MN,895,118 EAST 40 STREET,2009
20091008950016.0,MN,895,123 EAST 39 STREET,2009
20091008950060.0,MN,895,148 EAST 40 STREET,2009
20091008950021.0,MN,895,338 LEXINGTON AVENUE,2009
20091008950030.0,MN,895,133 EAST 39 STREET,2009
20091008950012.0,MN,895,113 EAST 39 STREET,2009
20091008950073.0,MN,895,345 LEXINGTON AVENUE,2009
20091008950063.0,MN,895,144 EAST 40 STREET,2009
20091008950029.0,MN,895,131 EAST 39 STREET,2009
20091008950078.0,MN,895,348 LEXINGTON AVENUE,2009
20091008950018.0,MN,895,125 EAST 39 STREET,2009
20091008950075.0,MN,895,346 LEXINGTON AVENUE,2009
20091008950022.0,MN,895,340 LEXINGTON AVENUE,2009
20091008950084.0,MN,895,112 EAST 40 STREET,2009
20091008950069.0,MN,895,349 LEXINGTON AVENUE,2009
20091008950015.0,MN,895,121 EAST 39 STREET,2009
20091008950014.0,MN,895,117 EAST 39 STREET,2009
20091008950038.0,MN,895,149 EAST 39 STREET,2009
20091008950082.0,MN,895,114 EAST 40 STREET,2009
20091008950020.0,MN,895,336 LEXINGTON AVENUE,2009
20091008950026.0,MN,895,339 LEXINGTON AVENUE,2009
20091008950067.0,MN,895,134 EAST 40 STREET,2009
20091008950010.0,MN,895,109 EAST 39 STREET,2009
20091008950034.0,MN,895,141 EAST 39 STREET,2009
20091008950045.0,MN,895,600 3 AVENUE,2009
20091008950072.0,MN,895,347 LEXINGTON AVENUE,2009
20091008950019.0,MN,895,334 LEXINGTON AVENUE,2009
20091008950011.0,MN,895,111 EAST 39 STREET,2009
20091008950024.0,MN,895,343 LEXINGTON AVENUE,2009
20091008950028.0,MN,895,335 LEXINGTON AVENUE,2009
20091008950066.0,MN,895,140 EAST 40 STREET,2009
20091008950074.0,MN,895,344 LEXINGTON AVENUE,2009
20091008950023.0,MN,895,342 LEXINGTON AVENUE,2009
20091008950027.0,MN,895,337 LEXINGTON AVENUE,2009
20091008950001.0,MN,895,99 PARK AVENUE,2009
20091008950085.0,MN,895,104 EAST 40 STREET,2009
20091008950025.0,MN,895,341 LEXINGTON AVENUE,2009
20091008960032.0,MN,896,230 EAST 15 STREET,2009
20091008960001.0,MN,896,125 3 AVENUE,2009
20091008960030.0,MN,896,238 EAST 15 STREET,2009
20091008960021.0,MN,896,243 EAST 14 STREET,2009
20091008960048.0,MN,896,135 3 AVENUE,2009
20091008960039.0,MN,896,210 EAST 15 STREET,2009
20091008960024.0,MN,896,235 2 AVENUE,2009
20091008960026.0,MN,896,244 EAST 15 STREET,2009
20091008960006.0,MN,896,203 EAST 14 STREET,2009
20091008960005.0,MN,896,133 3 AVENUE,2009
20091008960012.0,MN,896,225 EAST 14 STREET,2009
20091008960013.0,MN,896,227 EAST 14 STREET,2009
20091008960010.0,MN,896,211 EAST 14 STREET,2009
20091008960017.0,MN,896,235 EAST 14 STREET,2009
20091008960007.0,MN,896,205 EAST 14 STREET,2009
20091008960020.0,MN,896,241 EAST 14 STREET,2009
20091008960008.0,MN,896,207 EAST 14 STREET,2009
20091008960023.0,MN,896,231 2 AVENUE,2009
20091008960015.0,MN,896,231 EAST 14 STREET,2009
20091008960011.0,MN,896,223 EAST 14 STREET,2009
20091008960014.0,MN,896,229 EAST 14 STREET,2009
20091008960016.0,MN,896,233 EAST 14 STREET,2009
20091008960019.0,MN,896,239 EAST 14 STREET,2009
20091008960009.0,MN,896,209 EAST 14 STREET,2009
20091008960038.0,MN,896,220 EAST 15 STREET,2009
20091008967501.0,MN,896,240 EAST 15 STREET,2009
20091008970053.0,MN,897,7 RUTHERFORD PLACE,2009
20091008970066.0,MN,897,218 EAST 17 STREET,2009
20091008970008.0,MN,897,207 EAST 15 STREET,2009
20091008970064.0,MN,897,222 EAST 17 STREET,2009
20091008970001.0,MN,897,147 3 AVENUE,2009
20091008970011.0,MN,897,213 EAST 15 STREET,2009
20091008970061.0,MN,897,3 RUTHERFORD PLACE,2009
20091008970028.0,MN,897,214 EAST 16 STREET,2009
20091008970065.0,MN,897,220 EAST 17 STREET,2009
20091008970069.0,MN,897,210 EAST 17 STREET,2009
20091008970060.0,MN,897,4 RUTHERFORD PLACE,2009
20091008970067.0,MN,897,216 EAST 17 STREET,2009
20091008970043.0,MN,897,171 3 AVENUE,2009
20091008970068.0,MN,897,214 EAST 17 STREET,2009
20091008970040.0,MN,897,297 2 AVENUE,2009
20091008970071.0,MN,897,206 EAST 17 STREET,2009
20091008970063.0,MN,897,1 RUTHERFORD PLACE,2009
20091008970062.0,MN,897,2 RUTHERFORD PLACE,2009
20091008970016.0,MN,897,221 EAST 15 STREET,2009
20091008977501.0,MN,897,205 EAST 16 STREET,2009
20091008970035.0,MN,897,157 3 AVENUE,2009
20091008970030.0,MN,897,208 EAST 16 STREET,2009
20091008970075.0,MN,897,179 3 AVENUE,2009
20091008970032.0,MN,897,206 EAST 16 STREET,2009
20091008970044.0,MN,897,175 3 AVENUE,2009
20091008970050.0,MN,897,209 EAST 16 STREET,2009
