BBL,BOROUGH,BLOCK,ADDRESS,YEAR
20101008927503.0,MN,892,45 PARK AVENUE,2010
20101008920080.0,MN,892,104 EAST 37 STREET,2010
20101008920072.0,MN,892,122 EAST 37 STREET,2010
20101008920010.0,MN,892,117 EAST 36 STREET,2010
20101008920018.0,MN,892,133 EAST 36 STREET,2010
20101008927504.0,MN,892,113 EAST 36 STREET,2010
20101008920020.0,MN,892,288 LEXINGTON AVENUE,2010
20101008920016.0,MN,892,129 EAST 36 STREET,2010
20101008920074.0,MN,892,118 EAST 37 STREET,2010
20101008920073.0,MN,892,120 EAST 37 STREET,2010
20101008920076.0,MN,892,114 EAST 37 STREET,2010
20101008920070.0,MN,892,126 EAST 37 STREET,2010
20101008920071.0,MN,892,124 EAST 37 STREET,2010
20101008920015.0,MN,892,127 EAST 36 STREET,2010
20101008920013.0,MN,892,123 EAST 36 STREET,2010
20101008920011.0,MN,892,119 EAST 36 STREET,2010
20101008920014.0,MN,892,125 EAST 36 STREET,2010
20101008920019.0,MN,892,135 EAST 36 STREET,2010
20101008920007.0,MN,892,111 EAST 36 STREET,2010
20101008920079.0,MN,892,108 EAST 37 STREET,2010
20101008920075.0,MN,892,116 EAST 37 STREET,2010
20101008920001.0,MN,892,41 PARK AVENUE,2010
20101008920009.0,MN,892,115 EAST 36 STREET,2010
20101008920017.0,MN,892,131 EAST 36 STREET,2010
20101008920077.0,MN,892,112 EAST 37 STREET,2010
20101008920043.0,MN,892,550 3 AVENUE,2010
20101008920058.0,MN,892,142 EAST 37 STREET,2010
20101008920032.0,MN,892,151 EAST 36 STREET,2010
20101008920026.0,MN,892,139 EAST 36 STREET,2010
20101008920041.0,MN,892,546 3 AVENUE,2010
20101008920059.0,MN,892,140 EAST 37 STREET,2010
20101008920062.0,MN,892,137 EAST 36 STREET,2010
20101008920028.0,MN,892,143 EAST 36 STREET,2010
20101008920056.0,MN,892,146 EAST 37 STREET,2010
20101008920044.0,MN,892,552 3 AVENUE,2010
20101008920029.0,MN,892,145 EAST 36 STREET,2010
20101008920040.0,MN,892,544 3 AVENUE,2010
20101008920048.0,MN,892,162 EAST 37 STREET,2010
20101008920049.0,MN,892,156 EAST 37 STREET,2010
20101008920068.0,MN,892,130 EAST 37 STREET,2010
20101008920060.0,MN,892,138 EAST 37 STREET,2010
20101008920047.0,MN,892,558 3 AVENUE,2010
20101008920030.0,MN,892,147 EAST 36 STREET,2010
20101008920027.0,MN,892,141 EAST 36 STREET,2010
20101008920012.0,MN,892,121 EAST 36 STREET,2010
20101008920006.0,MN,892,109 EAST 36 STREET,2010
20101008920005.0,MN,892,107 EAST 36 STREET,2010
20101008920078.0,MN,892,110 EAST 37 STREET,2010
20101008920031.0,MN,892,149 EAST 36 STREET,2010
20101008920057.0,MN,892,144 EAST 37 STREET,2010
20101008920037.0,MN,892,163 EAST 36 STREET,2010
20101008920052.0,MN,892,154 EAST 37 STREET,2010
20101008927502.0,MN,892,554 3 AVENUE,2010
20101008920039.0,MN,892,542 3 AVENUE,2010
20101008920042.0,MN,892,548 3 AVENUE,2010
20101008920069.0,MN,892,128 EAST 37 STREET,2010
20101008927501.0,MN,892,150 EAST 37 STREET,2010
20101008920025.0,MN,892,273 LEXINGTON AVENUE,2010
