Source,Target,Area,AreaA,AreaB
20091015470031.0,20101015470031.0,1872.0352966769722,0.9999977199815961,0.9999976769641917
20091015470046.0,20101015470046.0,3112.2460715722195,0.9999969636496149,0.9999966001196184
20091015470002.0,20101015470002.0,2142.006571654637,0.9999918714173515,0.9999978984528887
20091015470041.0,20101015470041.0,2640.8933068342603,1.0,0.9999972589643534
20091015470119.0,20101015470119.0,2254.815481841518,0.9999974577498221,0.9999983540385423
20091015470021.0,20101015470021.0,2071.1104584451778,1.0000000000000002,0.9999967241763498
20091015470045.0,20101015470045.0,2899.2048052914356,0.9999981969779171,0.99999925914759
20091015470032.0,20101015470032.0,8279.90965937274,0.9999985465486081,0.9999993250358442
20091015470036.0,20101015470036.0,2604.4784969249044,0.999996075194597,1.0
20091015470043.0,20101015470043.0,5105.448460286492,0.9999977616250649,1.0
20091015470004.0,20101015470004.0,2125.703119316122,0.9999978916705637,0.9999918466845352
20091015470042.0,20101015470042.0,2563.4497198054205,0.999999530838896,0.9999964755180758
20091015470104.0,20101015470104.0,2323.9462489391317,0.9999942600965888,0.9999962623639875
20091015477501.0,20101015477501.0,2120.675670689913,0.9999919014615515,0.9999919017632379
20091015470040.0,20101015470040.0,2394.6422477276187,0.9999979135977811,0.9999987333138151
20091015470049.0,20101015470049.0,12269.787384593617,0.999997491308769,0.9999986130550631
20091015470047.0,20101015470047.0,2958.6260252754228,0.9999995324131418,0.9999947234785238
20091015470013.0,20101015470013.0,4109.639588074252,0.9999967423687014,0.9999980984907145
20091015470009.0,20101015470009.0,5208.191706783094,1.0000000000000002,1.0000000000000002
20091015470130.0,20101015470130.0,2315.8084349516603,0.9999974865177628,0.9999983735553148
20091015470020.0,20101015470020.0,2094.2085262136698,0.9999980345647116,0.9999987115266132
20091015470019.0,20101015470019.0,2082.7864926807833,0.9999978294475191,0.9999978114672774
20091015470005.0,20101015470005.0,2542.779318339891,0.9999963731282768,0.9999954584675527
20091015470007.0,20101015470007.0,2647.3659411077906,0.9999959984048956,0.9999971566971791
20091015470017.0,20101015470017.0,4154.846717633106,0.9999999999999998,0.9999973230111101
20091015470035.0,20101015470035.0,2508.6960217021606,0.9999986762726021,0.9999944296820944
20091015470011.0,20101015470011.0,2341.786708887783,1.0,1.0
20091015470012.0,20101015470012.0,4175.286274747626,0.9999975630921579,0.9999991068432653
20091015470006.0,20101015470006.0,2629.9607282259826,0.9999972169108831,0.9999960360187005
20091015470039.0,20101015470039.0,2798.557948411517,0.9999967797642836,0.9999995321610972
20091015470008.0,20101015470008.0,2687.327271677037,1.0,0.9999971798146703
20091015470037.0,20101015470037.0,5100.821285238815,1.0000000000000002,0.9999977649192424
20091015470023.0,20101015470023.0,21097.996929955087,0.9999998303203853,1.0000000000000002
20091015470001.0,20101015470001.0,2472.8455931210524,0.9999962838832926,0.9999983525250676
20091015470015.0,20101015470015.0,6310.560141951636,0.9999981600620811,0.9999980812502897
20091015480011.0,20101015480011.0,2497.8559669968467,1.0000000000000002,0.999997133770993
20091015480146.0,20101015480146.0,1716.114146994425,0.9999933212487091,0.9999971338678476
20091015480027.0,20101015480027.0,1950.5343636866182,0.9999978728841422,0.9999958357212879
20091015480010.0,20101015480010.0,2709.772091122753,1.0,1.0
20091015480148.0,20101015480148.0,2440.4129113580548,0.9999992232769084,0.999997899629844
20091015480014.0,20101015480014.0,10388.14249171796,0.9999972742512692,0.99999936285511
20091015480040.0,20101015480040.0,2763.029052902336,0.9999991736105173,0.9999954634262979
20091015480047.0,20101015480047.0,2049.2142528230866,0.9999962404910614,0.9999954827772277
20091015480030.0,20101015480030.0,13326.295886286996,0.9999992745609151,0.9999991101143102
20091015487502.0,20101015487502.0,6460.231862353428,0.999998324311251,0.9999962017827747
20091015480018.0,20101015480018.0,2683.844423852106,0.9999950753359176,0.9999968754487893
20091015480127.0,20101015480127.0,1875.2815331856407,1.0000000000000002,0.9999968781429781
20091015480051.0,20101015480051.0,2232.033554939513,1.0,1.0
20091015480025.0,20101015480025.0,1876.9737130920253,0.9999994893560757,0.9999944616870179
20091015480123.0,20101015480123.0,2541.6835752187667,0.9999983262710238,0.9999955191647187
20091015480052.0,20101015480052.0,2534.4574080157663,0.9999993934559765,0.9999971977116053
20091015480045.0,20101015480045.0,2098.626863378076,0.9999995416640298,0.9999955891357738
20091015480019.0,20101015480019.0,10559.01252884109,0.9999991482188878,0.9999982058970527
20091015480028.0,20101015480028.0,1990.5435122797185,0.9999999999999999,0.9999999999999999
20091015480050.0,20101015480050.0,2371.1654045969476,0.9999983539944105,0.9999989196061742
20091015480013.0,20101015480013.0,2735.885743050595,0.9999973104035403,0.9999973103275062
20091015480005.0,20101015480005.0,2548.007023962249,0.9999968216200783,0.9999963390453761
20091015480006.0,20101015480006.0,5370.91797955404,0.999998740056357,0.9999973856806028
20091015480008.0,20101015480008.0,2638.933679446872,0.9999946040383708,0.999998702174963
20091015480026.0,20101015480026.0,1887.6109536513072,0.9999958244397636,1.0
20091015480042.0,20101015480042.0,2068.8058151008604,0.999995067211254,1.0
20091015480041.0,20101015480041.0,2612.416973193638,0.9999995416502463,0.999996456628307
20091015480012.0,20101015480012.0,2586.6772268198442,0.9999980381049516,0.9999963689723677
20091015480048.0,20101015480048.0,2256.57998165959,0.999992341634886,1.0
20091015480046.0,20101015480046.0,1977.4567170680698,0.9999948605082136,0.9999948605082134
20091015480001.0,20101015480001.0,3661.1367221107685,0.9999957500682153,0.9999993587153585
20091015480035.0,20101015480035.0,2709.973841224678,0.999994234415984,0.9999991735470845
20091015480024.0,20101015480024.0,2003.1271789990296,0.9999937890227462,0.9999891107166778
20091015487501.0,20101015487501.0,6308.865764107054,1.0,1.0
20091015480039.0,20101015480039.0,2150.623536943457,0.9999944070105544,0.9999959637079802
20091015480049.0,20101015480049.0,1952.8524669248077,0.9999999999999999,0.9999969179016669
20091015480023.0,20101015480023.0,2094.1121482977164,0.9999884172610459,0.9999977180242379
20091015480029.0,20101015480029.0,2427.395281636134,0.9999952070608243,1.0
20091015480009.0,20101015480009.0,2525.619779780698,1.0,0.9999959080251367
20091015480036.0,20101015480036.0,8339.606508755345,0.9999993853717938,0.9999977324888203
20091015490131.0,20101015490131.0,2841.094966831569,0.9999999999999999,0.9999987078982157
20091015490029.0,20101015490029.0,1986.5723923583012,0.9999999999999999,0.9999999999999999
20091015490038.0,20101015490038.0,5819.507895862613,1.0,0.9999997322237567
20091015490001.0,20101015490001.0,64768.8322531556,0.9999991258980612,0.9999989902903648
20091015490035.0,20101015490035.0,2640.666564644532,0.9999995285155169,0.9999938582523189
20091015490030.0,20101015490030.0,2091.2057859207334,0.9999943824309677,1.0
20091015490017.0,20101015490017.0,2548.1384410616993,0.9999964157381972,0.9999995347454779
20091015490028.0,20101015490028.0,2050.1199745776667,0.9999993873728434,0.9999966424341622
20091015490040.0,20101015490040.0,2985.6367323531595,0.9999986784229407,0.9999949846457727
20091015490024.0,20101015490024.0,13055.095946210991,0.9999992175589757,0.999996911634454
20091015490014.0,20101015490014.0,2662.7007139423013,0.9999940275882622,0.9999991611724494
20091015490036.0,20101015490036.0,2498.6605620950604,0.9999911006801429,0.9999991499353288
20091015490018.0,20101015490018.0,13074.130693356947,0.9999972975296669,0.9999983709235473
20091015490015.0,20101015490015.0,2621.6516588020745,0.9999925672699519,0.9999960509938938
20091015490016.0,20101015490016.0,2672.477708583231,0.9999995347577328,0.9999926997868372
20091015490031.0,20101015490031.0,1969.6512656513664,0.999996280006255,0.9999942295671209
20091015490032.0,20101015490032.0,2493.669063522723,0.9999980546752352,0.9999985067701916
20091015490034.0,20101015490034.0,2542.0701181824443,0.9999980483290463,0.9999963484080747
20091015490037.0,20101015490037.0,2081.832828099487,0.999999149994134,0.9999943838544699
20091015490033.0,20101015490033.0,2587.8048021054483,0.9999965292387725,0.9999967730286873
20091015500051.0,20101015500051.0,2007.4720160587099,0.9999969965589046,1.0
